,PARCHEGGIO,PROVINCIA,DENOMINAZIONE,SITO WEB,ACCESSO AI DISABILI,TELEFONO,COMUNE,INDIRIZZO,EMAIL,LAGO,FITNESS,SAUNA,ARIA CONDIZIONATA,ANIMALI AMMESSI,PISCINA,PISCINA COPERTA
136,Vero,VERONA,LA TINASSARA,www.latinassara.it,Falso,0456470088,LAZISE,"Via Valesana,",info@latinassara.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
137,Falso,VERONA,LA ZERLA 1,,Falso,045 6211299,BARDOLINO,LOCALITA' CA' BOTTURA,info@lazerla.it,Vero,Falso,Falso,Vero,Falso,Falso,Falso
138,Vero,VERONA,LA ZERLA 2,www.lazerla.it,Falso,045 6211299,BARDOLINO,LOCALITA' CA' BOTTURA,info@lazerla.it,Vero,Falso,Falso,Vero,Falso,Falso,Falso
139,Vero,VERONA,LE BARCHESSE,,Falso,045 7701053,FUMANE,Via Volta,info@residenceadige.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
140,Falso,VERONA,LE CAMERE DELLA BICE,www.dallabice.it,Falso,045 7500720,NEGRAR,Via Bottega,info@dallabice.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
141,Falso,VERONA,LENOTTI,www.lenottiverona.com,Falso,045 8006809,VERONA,Via Luigi Lenotti,info@lenottiverona.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
142,Vero,VERONA,LEONCINO LUXURY SUITE - RESIDENZA GIUSEPPE VERDI,www.residenzagiuseppeverdi,Falso,3929975119,VERONA,via Leoncino,booking@leoncinohotels.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
143,Vero,VERONA,LEONCINO LUXURY SUITE RESIDENZA GIUSEPPE VERDI 1,www.residenzagiuseppeverdi,Vero,392 9975119,VERONA,Via Leoncino,booking@leoncinohotels.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
144,Vero,VERONA,LE RASOLE GARDA,www.lerasole.it,Falso,0457255686,GARDA,Via San Bernardo,info@lerasole.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
145,Falso,VERONA,LE SUITE DI GIULIETTA,www.suitedigiulietta.it,Falso,347 7981166 - 327 2068209,VERONA,Vicolo Crocioni,info@suitedigiulietta.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
146,Vero,VERONA,LE VIGNE,www.golfvillafranca.com,Falso,0456305572,VILLAFRANCA DI VERONA,LOCALITA' CASELLA - POZZOMORETTO,info@golfvillafranca.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
147,Vero,VERONA,LOCANDA AI CAPITELLI,www.locandaaicapitelli.com,Vero,0457680758,SOAVE,VIA MONTI,info@locandaaicapitelli.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
148,Vero,VERONA,LOCANDA AL CONFIN OSTERIA LE PIERE,www.locandaalconfinosterialepiere.com,Vero,045/8841030,VERONA,Via Quercia,maurizio.poerio@alice.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
149,Vero,VERONA,LOCANDA ALLA CHIESA,www.locandaallachiesa.com,Falso,0456470648,LAZISE,Via Chiesa,info@locandaallachiesa.com,Vero,Falso,Falso,Vero,Falso,Falso,Falso
150,Falso,VERONA,LOCANDA ALLA FASSA,www.ristoranteallafassa.com,Falso,045 7430319,BRENZONE SUL GARDA,Via B. G. Nascimbeni,info@ristoranteallafassa.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
151,Vero,VERONA,LOCANDA ALLA POSTA,,Falso,044274048,ROVERCHIARA,Piazza Vittorio Emanuele,,Falso,Falso,Falso,Falso,Falso,Falso,Falso
152,Vero,VERONA,LOCANDA AL PIGNO,www.locandaalpigno.it,Falso,045 7190091,SONA,Via Rosolotti,info@locandaalpigno.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
153,Vero,VERONA,LOCANDA AL PONTESEL,www.ristorantealpontesel.it,Falso,0457255419,GARDA,Via Montebaldo,alpont07@alberghinibruno.191.it,Vero,Falso,Falso,Vero,Vero,Falso,Falso
154,Vero,VERONA,LOCANDA AL PORTO,,Falso,044274048,ROVERCHIARA,Via Porto,,Falso,Falso,Falso,Falso,Falso,Falso,Falso
155,Vero,VERONA,LOCANDA AL TERRAZZO,,Falso,045/7075023,ERBEZZO,VIA MONTI LESSINI,alterrazzo.erbezzo@yahoo.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
156,Falso,VERONA,LOCANDA AL VESCOVO,www.locandavescovo.com,Falso,045/590890,VERONA,VIA XX SETTEMBRE,info@locandavescovo.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
157,Falso,VERONA,LOCANDA ANTICO VALLO,www.locandaanticovallo.it,Falso,0442/410317,COLOGNA VENETA,VICOLO ANTONIO CALAFA',info@locandaanticovallo.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
158,Vero,VERONA,LOCANDA ARIZONA,www.arizonalocanda.com,Falso,0457235452,BARDOLINO,Strada Spinarol,info@arizonalocanda.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
159,Vero,VERONA,LOCANDA BELLA ITALIA,www.locandabellaitalia.com,Falso,0457571290,CASTELNUOVO DEL GARDA,Via Filiselle,info@locandabellaitalia.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
160,Falso,VERONA,LOCANDA CENTRALE,,Falso,045 7235181,CAVAION VERONESE,Piazza della Chiesa,for.mil@alice.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
161,Vero,VERONA,LOCANDA CORTE GIRLANDA,www.cortegirlanda.com,Falso,0458510067 / 3336495975,VERONA,Via Bresciana,info@cortegirlanda.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
162,Vero,VERONA,LOCANDA CORTE MONTIONI,www.locandacortemontioni.it,Falso,045 4743116,BARDOLINO,LOCALITA' MONTIONI,info@locandacortemontioni.it,Vero,Falso,Falso,Vero,Falso,Falso,Falso
163,Vero,VERONA,LOCANDA DAI PISTORI,www.osteriadaipistori.it,Falso,045 7847196,SELVA DI PROGNO,Via Trento,daipistori@alice.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
164,Vero,VERONA,LOCANDA DELL'ARCIMBOLDO,www.locandadellarcimboldo.it,Falso,0457025300,ALBAREDO D'ADIGE,Via Gennari,info@locandadellarcimboldo.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
165,Vero,VERONA,LOCANDA DIVINIS,www.locandadivinis.it,Falso,044231688,CEREA,Via San Vito,melania@locandadivinis.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
166,Falso,VERONA,LOCANDA DOGANA,www.locandadogana.it,Vero,0457553124,PESCHIERA DEL GARDA,Via Benaco,info@locandadogana.it,Vero,Falso,Falso,Vero,Vero,Falso,Falso
167,Vero,VERONA,LOCANDA GUGLIELMINI,,Falso,0457080086,CERRO VERONESE,Via Lessini,info@ristoranteguglielmini.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
168,Falso,VERONA,LOCANDA IPPOPOTAMO,www.ippopotamo.com,Vero,045-8036370,VERONA,Via Dietro Listone,zaniniristorazione@libero.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
169,Falso,VERONA,LOCANDA LA CONCHIGLIA,,Falso,347/2582689-333/2992791,GARDA,SAN FRANCESCO D'ASSISI,locandalaconchiglia@gmail.com,Vero,Falso,Falso,Vero,Falso,Falso,Falso
170,Falso,VERONA,LOCANDA LA CROSS,,Falso,0457255795,GARDA,via della Pace,info@hostarialacross.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
171,Vero,VERONA,LOCANDA L'ARTIGLIERE,www.artigliere.net,Falso,045 6630710 - 392 3400350,ISOLA DELLA SCALA,Via Boschi,artigliere997@yahoo.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
172,Falso,VERONA,LOCANDA LE 4 CIACOLE,www.le4ciacole.it,Falso,0442685115,ROVERCHIARA,Piazza Vittorio Emanuele,info@le4ciacole.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
173,Vero,VERONA,LOCANDA LE PALAFITTE,www.lepalafitte.it,Falso,045/6212755,BARDOLINO,"VIA S. CRISTINA,",info@lepalafitte.it,Vero,Falso,Falso,Vero,Falso,Falso,Falso
174,Vero,VERONA,LOCANDA LO SCUDO,www.loscudo.vr.it,Falso,045 7680766,SOAVE,Via Covergnino,info@loscudo.vr.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
175,Falso,VERONA,LOCANDA MOSCAL,www.moscal.it,Falso,0456260309,AFFI,Via Pigna,info@moscal.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
176,Falso,VERONA,LOCANDA RESIDENZA AI CAPITELLI RESTAURANT,,Vero,347 7413330,SOAVE,VIA COVERGNINO,info@residenzaaicapitelli.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
177,Vero,VERONA,LOCANDA SAN VEROLO,www.sanverolo.it,Falso,0457200930,COSTERMANO SUL GARDA,Località San Verolo,info@sanverolo.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
178,Vero,VERONA,LOCANDA SAN VIGILIO,www.punta-sanvigilio.it,Falso,0457256688,GARDA,Via San Vigilio,info@punta-sanvigilio.it,Vero,Falso,Falso,Vero,Vero,Falso,Falso
179,Vero,VERONA,LOCANDA SPERANZA,www.locandasperanza.com,Falso,0456296429,TORRI DEL BENACO,VIA A. DALL'OCA BIANCA,info@locandasperanza.com,Vero,Falso,Falso,Falso,Vero,Falso,Falso
180,Falso,VERONA,LOCANDA ULIVI,,Falso,0458901328,CAVAION VERONESE,Via Alpi,locandaulivi@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
181,Vero,VERONA,LOCANDA VECIA CORTE,,Falso,333 6211285,VESTENANOVA,Via Corte,info@agriturismovillacorte.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
182,Vero,VERONA,LOCANDA VIAVERDE LESSINIA,www.viaverdelessinia.com,Falso,0456519031,VELO VERONESE,Via Viaverde,info@viaverdelessinia.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
183,Falso,VERONA,LOFTVERONA,loftverona.com,Falso,0458033752,VERONA,Via San Marco,info@loftverona.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
184,Falso,VERONA,LUXURY SUITE & SPA,,Vero,045 8044015,VERONA,Via Carlo Cattaneo,booking@leoncinohotels.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
185,Vero,VERONA,MANTOVANI CRISTINA,,Falso,045 8230830,VERONA,Via delle Menegone,cameremantovani@hotmail.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
186,Vero,VERONA,MASSIMAGO WINE SUITE,www.massimago.com,Falso,327 5766977,VERONA,Stradone San Fermo,winesuites@massimago.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
187,Vero,VERONA,MASTER AFFITTACAMERE,www.masterholidays.com,Falso,045 4683966,LAZISE,"Via Roarlongo,",info@masterholidays.it,Vero,Falso,Falso,Vero,Falso,Falso,Falso
188,Falso,VERONA,NICCHIA,,Vero,0458900832 / 3356165187,VERONA,Vicolo Tre Marchetti,ospite@nicchiaverona.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
189,Falso,VERONA,NOTTI SULL'ADIGE,www.nottisull'adige.it,Falso,,VERONA,Lungadige Panvinio,elena.baccolo@gmail.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
190,Falso,VERONA,NUOVA OPERA,www.nuovaopera.com,Vero,0458352732,VERONA,Piazzale Stefani,info@nuovaopera.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
191,Vero,VERONA,ORESTE SUITE,www.tavernaoreste.it,Falso,045/7580019,LAZISE,Via F. Fontana,ristorantedaoreste@virgilio.it,Vero,Falso,Falso,Vero,Falso,Falso,Falso
192,Vero,VERONA,PALAZZO DI PRIMAVERA,,Vero,0456230690,CAPRINO VERONESE,Piazza della Vittoria,barbara@lorenzibarbara.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
193,Vero,VERONA,PALAZZO MONGA BOUTIQUE GUESTHOUSE,www.palazzomonga.com,Falso,349/7570079,VERONA,CORSO PORTA BORSARI,info@palazzomonga.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
194,Falso,VERONA,PEPITA LODGE,www.pepitalodge.it,Falso,045 8001393,VERONA,Corso Porta Nuova,info@pepitalodge.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
195,Vero,VERONA,PLATANI RESORT,"www,ai-platani.com",Falso,3286288560,CAPRINO VERONESE,Via Valsecca di Sopra,plataniresort@libero.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
196,Falso,VERONA,RELAIS A PONTE PIETRA,,Falso,347 6445105,VERONA,VIA PONTE PIETRA,info@relaispontepietra.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
197,Falso,VERONA,RELAIS CHERI,,Falso,3923224040,VERONA,Corso Milano,roberto.pitozzi1977@gmail.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
198,Vero,VERONA,RELAIS COLLE SAN GIORGIO,www.collesangiorgio.it,Falso,045 6210103,GARDA,"LOCALITA' FONTANADINO,",info@collesangiorgio.it,Vero,Falso,Falso,Vero,Falso,Falso,Falso
199,Vero,VERONA,RELAIS CORTE BERGAMINI,www.corte-bergamini.com www.cortebergamini.it,Falso,331 3038618 / 045 6401767,PESCHIERA DEL GARDA,Via Francesco Petrarca,info@corte-bergamini.com,Vero,Falso,Falso,Vero,Vero,Falso,Falso
200,Vero,VERONA,RELAIS CORTE GUASTALLA,www.corteguastalla.it,Falso,3489793777,SONA,Via Guastalla Vecchia,info@corteguastalla.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
201,Vero,VERONA,RELAIS DE CHARME IL SOGNO DI GIULIETTA,,Falso,0458009932,VERONA,VIA CAPPELLO,gianellocarlo@virgilio.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
202,Vero,VERONA,RELAIS DE CHARME IL SOGNO DI GIULIETTA 1,www.sognodigiulietta.it,Falso,045 8009932,VERONA,VIA CAPPELLO,booking@sognodigiulietta.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
203,Vero,VERONA,RELAIS DE CHARME IL SOGNO DI GIULIETTA 2,www.sognodigiulietta.it,Falso,045 8009932,VERONA,VIA CAPPELLO,booking@sognodigiulietta.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
204,Vero,VERONA,RELAIS DE CHARME VILLA PASTELLO,www.villapastello.com,Vero,3282350118,DOLCE',Via Trento,fioccomariagrazia@libero.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
205,Falso,VERONA,RELAIS EMPIRE,www.relaisempire.it,Falso,045/8031395,VERONA,Corso Porta Nuova,info@relaisempire.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
206,Falso,VERONA,RELAIS EMPIRE 1,www.relaisempire.it,Falso,045/8031395,VERONA,Corso Porta Nuova,info@relaisempire.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
207,Falso,VERONA,RELAIS EMPIRE 2,www.relaisempire.it,Falso,045 8031395,VERONA,Corso Porta Nuova,info@relaisempire.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
208,Falso,VERONA,RELAIS LA TORRE,www.bblatorre.it,Vero,0458016011  3921109547,VERONA,VIA IV SPADE,relais.latorre.verona@gmail.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
209,Falso,VERONA,RELAIS LOVE,www.residenceverona.it,Falso,0458005500,VERONA,via Emilei,info@residenceverona.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
210,Vero,VERONA,RELAIS RISTORI,,Falso,0458673032 - 3298376544,VERONA,VICOLETTO CIRCOLO,info@relaisristori.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
211,Vero,VERONA,RELAIS SAN MICHELE,www.relaissanmichele.it,Falso,0457238142 / 3283227965,RIVOLI VERONESE,Loc. Cason degli Olivi,info@relaissanmichele.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
212,Vero,VERONA,RELAIS SWEET DAYS,www.sweet-days.it,Falso,3388153365,PESCHIERA DEL GARDA,VIA MADONNINA,info@sweet-days.it,Vero,Falso,Falso,Vero,Vero,Falso,Falso
213,Vero,VERONA,RELAIS VILLA OLIVI,,Falso,3476963786,COSTERMANO SUL GARDA,Salita degli Olivi,marcolorenzini755@gmail.com,Vero,Falso,Falso,Vero,Vero,Falso,Falso
214,Vero,VERONA,RESIDENZA AI 4 OLIVI,www.ai4olivi.com,Falso,0457552820,PESCHIERA DEL GARDA,Via Goito,residenza@ai4olivi.com,Vero,Falso,Falso,Vero,Falso,Falso,Falso
215,Falso,VERONA,RESIDENZA BONIFACIO,www.residenzabonifacio.it,Falso,3498211009,VERONA,Vicolo Samaritana,sannicolo3@gmail.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
216,Falso,VERONA,RESIDENZA BORSARI 2,,Vero,337461497,VERONA,Corso Porta Borsari,luigip.pluri@gmail.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
217,Falso,VERONA,RESIDENZA CANTORE,www.residenzacantore.com,Falso,338 7460520,VERONA,Via Antonio Cantore,info@residenzacantoreverona.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
218,Vero,VERONA,RESIDENZA CARDO MASSIMO,www.residenzacardomassimo.it,Falso,349 7656533 - 393 8365647,VERONA,VIA CAPPELLO,istatcardo@gmail.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
219,Falso,VERONA,RESIDENZA CUORDIVERONA,,Vero,045 9299869,VERONA,Piazza Cittadella,info@cuordiverona.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
220,Falso,VERONA,RESIDENZA FONTANA DEL FERRO,www.allafontanadelferro.com,Vero,045/8003467,VERONA,Via Fontana del Ferro,info@allafontanadelferro.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
221,Vero,VERONA,RESIDENZA GIGLIO,www.grazianoeloretta.com,Falso,0457930253,MOZZECANE,Via C. Bon Brenzoni,ristgel@libero.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
222,Falso,VERONA,RESIDENZA MAZZINI LUXURY SUITE VERONA,,Falso,334 7171789,VERONA,VIA MAZZINI,info@residenzamazziniverona.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
223,Vero,VERONA,RESIDENZA PORTA ROSSA,www.progettoindue.com,Falso,045 7500637,NEGRAR,"Via Porta Rossa,",patriziakrisa@me.com,Falso,Falso,Falso,Falso,Vero,Falso,Falso
224,Falso,VERONA,RESIDENZA SAN FAUSTINO,www.residenzasanfaustino.it,Falso,0459690400,VERONA,Corticella San Faustino,info@residenzasanfaustino.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
225,Vero,VERONA,RESIDENZA STAZIONE,,Vero,045/2429567 - 345/8590399,SORGA',Via Oberdan,residenzastazione@gmail.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
226,Vero,VERONA,RESIDENZA VILLA VECELLI CAVRIANI,www.residenzavecellicavriani.it,Falso,0456340820,MOZZECANE,via Caterina Bon Brenzoni,residenza@villavecellicavriani.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
227,Vero,VERONA,RESORT LA MOLA,www.anticoristoro.com,Falso,045516008,SOMMACAMPAGNA,VIA VALLE MOLINI,anticoristoro@anticoristoro.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
228,Falso,VERONA,RISTO' 11,www.allapasseggiata.com,Vero,0457153545,BUSSOLENGO,Largo Salvo d'Acquisto,info@allapasseggiata.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
229,Falso,VERONA,RISTORANTE DOANA,www.ristorantedoana.it,Falso,0452429314,LAZISE,Piazzetta Partenio,info@ristorantedoana.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
230,Falso,VERONA,RIVIERA CARDUCCI ROOMS,,Falso,3484932631,PESCHIERA DEL GARDA,Via Salita Tognon,luisellabonifacio@gmail.com,Vero,Falso,Falso,Vero,Vero,Falso,Falso
231,Vero,VERONA,ROCCAFORTE SCALIGERA,,Falso,045 6933556 / 3297090805,VERONA,Via Roma,roccafortescaligera@gmail.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
232,Falso,VERONA,ROMEO DESIGN ROOMS,www.romeodesignrooms.com,Falso,0458010998,VERONA,Via Patuzzi,info@romeodesignrooms.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
233,Falso,VERONA,ROMEO HOUSE,,Falso,045/6210359,VERONA,VIA CAMPAGNOL DI TOMBETTA,info@romeohouse.it - r.peretti@libero.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
234,Vero,VERONA,ROOMS & BREAKFAST IL PUNTO,www.roomsilpunto.com,Falso,3483559399,PESCHIERA DEL GARDA,VIA STAZIONE,info@roomsilpunto.com,Vero,Falso,Falso,Vero,Falso,Falso,Falso
235,Vero,VERONA,SALE E PEPE,www.saleepepe.vr.it,Falso,3472357262,CAVAION VERONESE,Via Fosse,info@saleepepe.vr.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
236,Vero,VERONA,SAN CIRIACO RELAIS,www.sanciriaco.com,Falso,0458393650,NEGRAR,Via San Ciriaco,info@sanciriaco.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
237,Falso,VERONA,SAN MARTINO HOUSE,,Falso,045/995049,SAN MARTINO BUON ALBERGO,Via  XX Settembre,saic@pecimprese.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
238,Falso,VERONA,SANSONE LUXURY,,Falso,3388588763,VERONA,Via Alberto Mario,ranierostefania@legalmail.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
239,Falso,VERONA,SCARSELLINI,www.lenottiverona.com,Vero,045 8006809,VERONA,Via L. Lenotti,info@lenottiverona.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
240,Falso,VERONA,S. MARTINO,,Falso,345 1101398,NEGRAR,Via Don A. Sempreboni,sanmartinocamere@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
241,Vero,VERONA,TALAMO DI CORTE SERENA MORANDO,www.talamoaffittacamere.it,Vero,0458820267,SAN MARTINO BUON ALBERGO,Via XX Settembre,info@talamoaffittacamere.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
242,Falso,VERONA,TAMBIEN TU CASA VIP,,Falso,346/5198586,VERONA,Vicolo Calcirelli,luca.jasmine@gmail.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
243,Falso,VERONA,THAI ORCHIDEE,,Falso,045-6270713,GARDA,PIAZZETTA CALDERINI,info@terraemaregarda.com,Vero,Falso,Falso,Vero,Falso,Falso,Falso
244,Falso,VERONA,THE GENTLEMAN OF VERONA GRAND RELAIS,www.thegentlemanofverona.com,Vero,392 9975119,VERONA,Via Carlo Cattaneo,info@thegentlemanofverona.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
245,Falso,VERONA,THE GENTLEMAN OF VERONA GRAND RELAIS ESSE,www.thegentlemanofverona.com,Vero,392 9975119,VERONA,Via Carlo Cattaneo,info@thegentlemanof verona.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
246,Vero,VERONA,TONINI ANGELINA,,Falso,045 7401324 - 368 3852849,MALCESINE,Via Gardesana,info@toniniapartments.com,Vero,Falso,Falso,Falso,Falso,Falso,Falso
247,Vero,VERONA,TRATTORIA ALLA PORCHETTA,,Falso,0457500011,NEGRAR,Via San Peretto,info@trattoriaallaporchetta.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
248,Vero,VERONA,TRIMELONI TOMMASO,,Falso,0457401111,MALCESINE,Località Sottodossi,trimelonimargherita@yahoo.it,Vero,Falso,Falso,Falso,Vero,Falso,Falso
249,Vero,VERONA,TULIO,,Falso,045 7550542,PESCHIERA DEL GARDA,Via Valeggio,trattoriatulio@libero.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
250,Vero,VERONA,VECIA OSTARIA,www.veciaostaria.com,Falso,045 7350016,TREVENZUOLO,Piazza Vittorio Veneto,info@veciaostaria.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
251,Vero,VERONA,VIALE ROMA DODICI,www.vialeromadodici.it,Falso,0459585109,LAZISE,VIALE ROMA,info@vialeromadodici.it,Vero,Falso,Falso,Vero,Falso,Falso,Falso
252,Falso,VERONA,VIA SCRIMIARI ROOMS,,Falso,045 8303554,VERONA,Via Scrimiari,info@cadellorto.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
253,Vero,VERONA,VILLA ADRIANA,,Falso,0457400242,MALCESINE,Via Monti,villaadriana-italy@tiscali.it,Vero,Falso,Falso,Falso,Falso,Falso,Falso
254,Vero,VERONA,VILLA BRUNA,www.villabruna.info,Falso,044227578 - 3491598998,LEGNAGO,Via degli alpini,alessandro.gramigna@tiscali.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
255,Falso,VERONA,VILLA CHARME,www.hotelgardenia.it,Falso,045 6210882,BARDOLINO,Piazza Serenissima,info@hotelgardenia.it,Vero,Falso,Falso,Falso,Falso,Falso,Falso
256,Vero,VERONA,VILLA FERRARIO RELAIS,www.villaferrario.it,Vero,045/6200305,COSTERMANO SUL GARDA,Viale della Repubblica,info@villaferrario.it,Vero,Falso,Falso,Vero,Falso,Falso,Falso
257,Vero,VERONA,VILLA IRIS,www.villairis.info,Falso,349 1598998,LEGNAGO,Via Padana Inferiore Est,alessandro.gramigna@tiscali.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
258,Vero,VERONA,VILLA LIBERTAS,,Falso,044227578 - 349 1598998,LEGNAGO,Via Padana Inferiore Est,alessandro.gramigna@tiscali.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
259,Vero,VERONA,VILLA MADDALENA,www.villa-maddalena.com,Falso,349 0996295,BARDOLINO,"Via San Colombano,",info@villa-maddalena.com,Vero,Falso,Falso,Vero,Falso,Falso,Falso
260,Vero,VERONA,VILLA SAN GIORGIO,www.villasangiorgio.com,Falso,0456838170,SANT'AMBROGIO DI VALPOLICELLA,Via Case Sparse Conca D'oro,info@villasangiorgio.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
261,Vero,VERONA,VILLA TELLI,www.villatelli.it,Falso,045 6270235,GARDA,VIA PAOLO VERONESE,info@villatelli.it,Vero,Falso,Falso,Falso,Falso,Falso,Falso
262,Falso,VERONA,3 RONDINI,www.trerondini.it,Falso,0442-24084,LEGNAGO,Via Belfiore,info@trerondini.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
263,Falso,VERONA,AGAPE DI GANDINI MARIA BEATRICE,,Falso,340.3425705,CAPRINO VERONESE,via Cao de Villa - Feniletti,gandibea@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
264,Falso,VERONA,AGR. AI FRUTTETI,www.aifrutteti.it,Falso,045974120 - 335268788,VERONA,Via Bernini Buri,posta@aifrutteti.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
265,Falso,VERONA,AGR. ANTICA CORTE AL MOLINO,www.anticacortealmolino.com,Falso,045-7502072 - 045-8266150,NEGRAR,Via Crosetta,info@anticacortealmolino.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
266,Falso,VERONA,AGR. CORTE CAPANNETTE,www.cortecapannette.com,Falso,045-6340619 - 3404922926 - 3495130910,MOZZECANE,Via Capannette,cortecapannette@yahoo.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
267,Falso,VERONA,AGRICAMPEGGIO CORTE FINILETTO DI MARAIA DANIELA,www.cortefiniletto.it,Falso,340.6075017,VERONA,Strada Bresciana,info@cortefiniletto.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
